source	id	tag	value	candidate	error
bsz	045105421	020.z	342802511	NA	E_MISS
bsz	272295752	020.z	35071061617	35071061617	E_LEN
bsz	052594815	020.9	5-933-86-001-	593386001	E_LEN
bsz	260651699	020.z	978386180819	978386180819	E_LEN
bsz	043638317	020.z	325760327	NA	E_MISS
bsz	032567804	020.z	392242932	NA	E_MISS
bsz	337513309	020.z	97835033503122707	97835033503122707	E_LEN
bsz	274456788	776.z	9783540 772644	NA	E_MISS
bsz	004280253	020.9	3-12-92748-4	312927484	E_LEN
bsz	057645132	020.z	905410441	NA	E_MISS
bsz	348562861	020.9	978-3-026094-6	97830260946	E_LEN
bsz	062406108	020.9	3-900-419-04-	390041904	E_LEN
bsz	11731482X	020.z	97803337541	97803337541	E_LEN
bsz	108591794	020.9	0-7251-222-5	072512225	E_LEN
bsz	260055263	020.z	978832245184	978832245184	E_LEN
bsz	255532415	020.z	052184838	NA	E_MISS
bsz	025345664	020.9	981-02-03-26-	981020326	E_LEN
bsz	278854834	020.9	988-85033-52-0	98885033520	E_LEN
bsz	389253618	776.z	9783 527650965	NA	E_MISS
bsz	004743644	020.z	326110231	NA	E_MISS
bsz	034902619	020.9	3-423-4597-1	342345971	E_LEN
bsz	025474944	020.9	3-570-6648-7	357066487	E_LEN
bsz	087996278	020.z	351844435	NA	E_MISS
bsz	114334706	020.z	140208410	NA	E_MISS
bsz	11206602X	020.9	963-92-90-46-	963929046	E_LEN
bsz	022034013	020.9	285816-120-08	28581612008	E_LEN
bsz	117180432	020.9	978-521-84858	97852184858	E_LEN
bsz	027029255	020.z	386105031	NA	E_MISS
bsz	016485017	020.9	3-8017-318-5	380173185	E_LEN
bsz	006740979	020.9	3-7927-02889-4	37927028894	E_LEN
bsz	262062704	020.z	99783816771708	99783816771708	E_LEN
bsz	276093070	020.9	978-3939382-08-09	97839393820809	E_LEN
bsz	345545397	020.z	75420003731	75420003731	E_LEN
bsz	006142648	020.9	3-571-9044-6	357190446	E_LEN
bsz	08565695X	020.9	3-932715-3-4	393271534	E_LEN
bsz	345517881	020.9	978-8365-2771-2	978836527712	E_LEN
bsz	011212004	020.z	121043606	NA	E_MISS
bsz	115460012	020.9	1-58488-450-	158488450	E_LEN
bsz	260678171	020.z	901720852	NA	E_MISS
bsz	076779238	020.z	860190137	NA	E_MISS
bsz	083157271	020.z	014026023	NA	E_MISS
bsz	005543282	020.9	3-531-0958-5	353109585	E_LEN
bsz	356811964	020.9	978-481-02896-1	978481028961	E_LEN
bsz	003532712	020.9	3-571-9058-6	357190586	E_LEN
bsz	355362090	020.z	01120100005SI	01120100005	E_LEN
bsz	011809698	020.z	388355663	NA	E_MISS
bsz	116903619	020.z	97803872515	97803872515	E_LEN
bsz	264532813	020.9	2-90844-85-9	290844859	E_LEN
bsz	253776910	020.9	3-93057-17-7	393057177	E_LEN
bsz	042297850	020.z	34204657X	NA	E_MISS
bsz	05685952X	020.z	389044473	NA	E_MISS
bsz	033579547	020.9	3-7052-020X-2	37052020X2	E_CONV
bsz	012961221	020.z	185121164	NA	E_MISS
bsz	088839044	020.9	3-12-53333-8	312533338	E_LEN
bsz	27147730X	020.z	802031757	NA	E_MISS
bsz	097865389	020.9	3-87690-8820-5	38769088205	E_LEN
bsz	03105126X	020.z	290924122	NA	E_MISS
bsz	071975845	020.z	155197411	NA	E_MISS
bsz	099796643	020.9	3-7640-427-4	376404274	E_LEN
bsz	103780939	020.9	954-81-28-32-	954812832	E_LEN
bsz	00521629X	020.z	074362040	NA	E_MISS
bsz	052871037	020.9	3-7701-747-0	377017470	E_LEN
bsz	083297510	020.z	393367924	NA	E_MISS
bsz	262935333	020.9	978-3-579-6947-0	978357969470	E_LEN
bsz	054956404	020.9	985-03-067-1	985030671	E_LEN
bsz	276992318	020.z	978884647819	978884647819	E_LEN
bsz	040920313	020.9	3-7141-6765	371416765	E_LEN
bsz	020141122	020.9	2-251-60-403-	225160403	E_LEN
bsz	004574133	020.9	3-7030-077-5	370300775	E_LEN
bsz	067335810	020.z	578730008	NA	E_MISS
bsz	009188053	020.z	392132401	NA	E_MISS
bsz	082546800	020.z	398065330	NA	E_MISS
bsz	261949772	020.z	97838847681054	97838847681054	E_LEN
bsz	054131308	020.9	0-387-055800-1	03870558001	E_LEN
bsz	083897208	020.9	3-403-5881-6	340358816	E_LEN
bsz	049690043	020.9	965-342-15-X	96534215X	E_LEN
bsz	019543379	020.9	3-12-533806	312533806	E_LEN
bsz	055535135	020.z	571370070	NA	E_MISS
bsz	001809814	020.9	12-084901-1	120849011	E_LEN
bsz	322837103	020.9	0721-1058	NA	E_MISS
bsz	327850396	020.9	978-3-487-141-0	97834871410	E_LEN
bsz	25365887X	020.z	978131371218	978131371218	E_LEN
bsz	03785626X	020.z	31419115X	NA	E_MISS
bsz	250983966	020.9	87633-058-2	876330582	E_LEN
bsz	284906239	020.9	978 0 85249 887 3	NA	E_MISS
bsz	062449001	020.z	34581600X	NA	E_MISS
bsz	094114048	776.z	10.1111/(ISSN)1600065X	NA	E_MISS
bsz	067895832	020.z	31416260360	31416260360	E_LEN
bsz	262110792	020.z	978383402297	978383402297	E_LEN
bsz	121320219	020.z	97803872420	97803872420	E_LEN
bsz	331870991	020.z	78000061728	78000061728	E_LEN
bsz	010881166	020.9	2-7082-011603	27082011603	E_LEN
bsz	030163625	020.9	3-92-7876-03-	392787603	E_LEN
bsz	021413304	020.z	352213817	NA	E_MISS
bsz	014276178	020.z	056606569	NA	E_MISS
bsz	370814894	776.z	9780.203100288	NA	E_MISS
bsz	273388754	020.9	3084-147321-5626	30841473215626	E_LEN
bsz	082546800	020.9	3-980-6533-0-	398065330	E_LEN
bsz	339009160	020.z	978836519922	978836519922	E_LEN
bsz	036035793	020.z	388309441	NA	E_MISS
bsz	109155319	020.z	590096529	NA	E_MISS
bsz	005516994	020.9	3-88099-22-0	388099220	E_LEN
bsz	028788796	020.9	2-04-15385-3f	204153853	E_LEN
bsz	011821272	020.9	3-8706-091-7	387060917	E_LEN
bsz	093110871	020.z	830625652	NA	E_MISS
bsz	121845370	020.z	97833874396691	97833874396691	E_LEN
bsz	320954978	020.z	97838951187698	97838951187698	E_LEN
bsz	040314847	020.z	271084557	NA	E_MISS
bsz	293170444	020.9	08-015576-6	080155766	E_LEN
bsz	045059918	020.9	3-90-1094-07-	390109407	E_LEN
bsz	271745517	020.9	92-2007-03-3	922007033	E_LEN
bsz	253706297	020.z	978540333456	978540333456	E_LEN
bsz	305941534	020.z	97839402610104	97839402610104	E_LEN
bsz	019573030	020.z	389331568	NA	E_MISS
bsz	117999512	020.z	97835200941	97835200941	E_LEN
bsz	260714119	020.9	3-98085134-3-8	39808513438	E_LEN
bsz	005837995	020.9	471-09305-X	47109305X	E_LEN
bsz	045661634	020.9	0-7817-0089-	078170089	E_LEN
bsz	060453826	020.z	3928675f 03	NA	E_MISS
bsz	08634868X	020.9	3-910-186-28-	391018628	E_LEN
bsz	008149186	020.9	3-7001-0362	370010362	E_LEN
bsz	349604673	020.z	97538300706	97538300706	E_LEN
bsz	054515254	020.z	318141175	NA	E_MISS
bsz	32063163X	020.z	978490420004	978490420004	E_LEN
bsz	035175265	020.z	370520809	NA	E_MISS
bsz	060054433	020.9	2-901-428-46-	290142846	E_LEN
bsz	087655098	020.z	393182833	NA	E_MISS
bsz	26239278X	020.z	978922381266	978922381266	E_LEN
bsz	011158506	020.z	486624374	NA	E_MISS
bsz	114977151	020.9	3-515-8589-0	351585890	E_LEN
bsz	112409253	020.z	382971016	NA	E_MISS
bsz	102512922	020.z	386000276	NA	E_MISS
bsz	373870310	020.z	97839549801230	97839549801230	E_LEN
bsz	041350405	020.9	0-02-92159-0	002921590	E_LEN
bsz	253988705	020.z	97811862392038	97811862392038	E_LEN
bsz	024649457	020.z	34461144440	34461144440	E_LEN
bsz	051050846	020.z	905086194	NA	E_MISS
bsz	263233731	020.9	978-929305-22-2	978929305222	E_LEN
bsz	046847685	020.z	808519459	NA	E_MISS
bsz	378125338	020.9	978-905374-37-7	978905374377	E_LEN
bsz	11518838X	020.z	310008401	NA	E_MISS
bsz	071033912	020.z	221868001	NA	E_MISS
bsz	118886282	020.z	968751601216	968751601216	E_LEN
bsz	044369077	020.9	3-440-6487-5	344064875	E_LEN
bsz	001718053	020.z	070333831	NA	E_MISS
bsz	00517077X	020.9	0-8717-048-0	087170480	E_LEN
bsz	355362066	020.z	01120100002SI	01120100002	E_LEN
bsz	029875218	020.z	379594149	NA	E_MISS
bsz	033250499	020.9	963-560-18-0	963560180	E_LEN
bsz	004671465	020.9	3-533-2381-8	353323818	E_LEN
bsz	114977151	020.z	351585890	NA	E_MISS
bsz	102795657	020.9	07-048448-1	070484481	E_LEN
bsz	03785626X	020.9	3-1-419115-X	31419115X	E_LEN
bsz	306218089	020.9	978-938767-27-6	978938767276	E_LEN
bsz	352211423	020.z	978144434014	978144434014	E_LEN
bsz	119352370	020.z	97805216090	97805216090	E_LEN
bsz	019392745	020.9	2-09-290-558-	209290558	E_LEN
bsz	006593038	020.z	379110050	NA	E_MISS
bsz	112912729	020.z	343806293?	NA	E_MISS
bsz	04911154X	020.z	27283291X	NA	E_MISS
bsz	041255526	020.9	83-901-467-0-	839014670	E_LEN
bsz	27834612X	020.9	965-711-401-02	96571140102	E_LEN
bsz	257884556	020.9	978-8309-1680-2	978830916802	E_LEN
bsz	25201703X	020.z	0977433494X	0977433494X	E_LEN
bsz	098642154	020.9	3-92711-51-7	392711517	E_LEN
bsz	276452127	020.z	39783884003329	39783884003329	E_LEN
bsz	085946427	020.z	385480024	NA	E_MISS
bsz	259088900	020.9	978-2-7449-624-4	978274496244	E_LEN
bsz	351577602	020.9	995-00-035-7	995000357	E_LEN
bsz	341130443	020.z	97839246271015	97839246271015	E_LEN
bsz	011379642	020.z	070046786	NA	E_MISS
bsz	09868535X	020.z	121685403	NA	E_MISS
bsz	060229047	020.9	3-920-187-00-	392018700	E_LEN
bsz	066008018	020.9	3-927469-14-10	39274691410	E_LEN
bsz	304408123	020.9	978-521-07306-6	978521073066	E_LEN
bsz	313635269	020.9	978-89500-712-5	978895007125	E_LEN
bsz	003171671	020.z	343201757	NA	E_MISS
bsz	263885925	020.z	385316298	NA	E_MISS
bsz	046736174	020.z	392300807	NA	E_MISS
bsz	042865123	020.9	3-9290055-34-1	39290055341	E_LEN
bsz	348562861	020.9	978-3-026095-3$So	97830260953	E_LEN
bsz	304458120	020.9	83-214-0863	832140863	E_LEN
bsz	038647699	020.9	3-27902-94-2	327902942	E_LEN
bsz	054124018	020.z	39213880301	39213880301	E_LEN
bsz	332625613	020.z	978597265058	978597265058	E_LEN
bsz	263102955	020.z	33000195807	33000195807	E_LEN
bsz	093774028	020.z	392780333	NA	E_MISS
bsz	256503478	020.z	97800750626361	97800750626361	E_LEN
bsz	023236078	020.z	31814148007	31814148007	E_LEN
bsz	361299567	020.z	93980139427	93980139427	E_LEN
bsz	264374738	020.z	39329700603	39329700603	E_LEN
bsz	393044319	020.9	978-5-89118-5999-9	97858911859999	E_LEN
bsz	25486449X	020.z	830100391	NA	E_MISS
bsz	044683405	020.z	390046463	NA	E_MISS
bsz	008468079	020.9	3-88299-22-8	388299228	E_LEN
bsz	028111133	020.9	0-253-36270-9-0-2	025336270902	E_LEN
bsz	04656912X	020.9	3-421-5021-X	34215021X	E_LEN
bsz	017055040	020.z	390025913	NA	E_MISS
bsz	051139839	020.9	952-9616-4-3	952961643	E_LEN
bsz	004489608	020.z	34344500467	34344500467	E_LEN
bsz	061196193	020.z	203706159	NA	E_MISS
bsz	26290571X	020.9	92-9147-000-84	92914700084	E_LEN
bsz	011693614	020.z	135996392	NA	E_MISS
bsz	002531003	020.9	3-447-001305-2	34470013052	E_LEN
bsz	011038489	020.9	3-519-0311-X	35190311X	E_LEN
bsz	079762697	020.z	382703342	NA	E_MISS
bsz	267385285	776.z	978203894781	978203894781	E_LEN
bsz	03364375X	020.z	318093937	NA	E_MISS
bsz	307826589	020.z	978344760547	978344760547	E_LEN
bsz	12110883X	020.z	978041533142	978041533142	E_LEN
bsz	338766804	020.z	978394175537	978394175537	E_LEN
bsz	057220654	020.z	285587066	NA	E_MISS
bsz	027778355	020.9	486-61358-5	486613585	E_LEN
bsz	032778457	020.9	3-85420-32-3	385420323	E_LEN
bsz	110184912	020.z	978325404520	978325404520	E_LEN
bsz	04862831X	020.z	319132348	NA	E_MISS
bsz	086057847	020.9	1-5519-661-X	15519661X	E_LEN
bsz	033913935	020.9	3-261-0470-6	326104706	E_LEN
bsz	102583501	020.9	0-920230-0080	09202300080	E_LEN
bsz	029538300	020.z	392617117	NA	E_MISS
bsz	308948726	020.9	978 0 85249 899 6	NA	E_MISS
bsz	380040522	776.z	97833642336690	97833642336690	E_LEN
bsz	010964924	020.z	47151123X	NA	E_MISS
bsz	078609127	020.9	3-85562-0012-3	38556200123	E_LEN
bsz	00343852X	020.9	3-412-0487-2	341204872	E_LEN
bsz	021413304	020.9	3-52-21381-7	352213817	E_LEN
bsz	277933188	020.z	97859462820000	97859462820000	E_LEN
bsz	067488730	020.z	392797233	NA	E_MISS
bsz	105470414	020.9	3-90-345-08-2	390345082	E_LEN
bsz	029979552	020.z	392311931	NA	E_MISS
bsz	356813509	020.z	987317223462	987317223462	E_LEN
bsz	32237300X	020.9	978-3-981173-1-4	978398117314	E_LEN
bsz	109155319	020.9	5-900-965-29-	590096529	E_LEN
bsz	003530787	020.z	471792039	NA	E_MISS
bsz	021888418	020.z	349604673	NA	E_MISS
bsz	358719135	020.9	978-9-0586-7735- 8	978905867735	E_LEN
bsz	011190671	020.z	070573751	NA	E_MISS
bsz	358820588	020.z	278005262	NA	E_MISS
bsz	098721798	020.9	1-861007-0-3-	186100703	E_LEN
bsz	318771160	020.z	97839813007801	97839813007801	E_LEN
bsz	346802881	020.9	Übernahme	NA	E_MISS
bsz	021885893	020.z	389331703	NA	E_MISS
bsz	115460012	020.z	158488450	NA	E_MISS
bsz	352211423	020.9	978144434021	978144434021	E_LEN
bsz	250367742	020.z	978770542208	978770542208	E_LEN
bsz	061196193	020.9	2-03-70615-9	203706159	E_LEN
bsz	007867263	020.z	350901166	NA	E_MISS
bsz	273199927	020.z	978383649888	978383649888	E_LEN
bsz	034688102	020.z	906182255	NA	E_MISS
bsz	321946235	020.9	978-3-940219-0-7	978394021907	E_LEN
bsz	063259214	020.9	3-7015-370-2	370153702	E_LEN
bsz	330775138	020.9	978-3-534-18454-23235-2	978353418454232352	E_LEN
bsz	260285773	020.9	3-21-35204-X	32135204X	E_LEN
bsz	065690451	020.z	09463937960	09463937960	E_LEN
bsz	059159219	020.z	026208045	NA	E_MISS
bsz	082940932	020.9	3-930811-2	39308112	E_LEN
bsz	053654161	020.9	9916-712-0-8	991671208	E_LEN
bsz	048844578	020.z	392479429	NA	E_MISS
bsz	022841105	020.9	3-773-0834-X	37730834X	E_LEN
bsz	059529539	020.z	034106119	NA	E_MISS
bsz	391192558	020.z	798840443447	798840443447	E_LEN
bsz	021799369	020.9	3-453-550-88-	345355088	E_LEN
bsz	08773446X	020.9	5-02-14412-6	502144126	E_LEN
bsz	264437691	020.z	97833834002488	97833834002488	E_LEN
bsz	306968959	020.9	978-83-7543-40-0	978837543400	E_LEN
bsz	11019182X	020.z	817195744	NA	E_MISS
bsz	324236891	020.z	978070061265	978070061265	E_LEN
bsz	031139140	020.z	392242934	NA	E_MISS
bsz	041500652	020.z	22130319991	22130319991	E_LEN
bsz	038849062	020.9	3-518-2777-8	351827778	E_LEN
bsz	097761877	020.z	342133900	NA	E_MISS
bsz	120970511	020.z	97838994924	97838994924	E_LEN
bsz	116240997	020.z	158778355f	NA	E_MISS
bsz	258065281	020.9	3-89950-0141-1	38995001411	E_LEN
bsz	275905551	020.z	978349720270	978349720270	E_LEN
bsz	258610514	020.z	978038232865	978038232865	E_LEN
bsz	287842118	020.9	978-3-024-3255-3	978302432553	E_LEN
bsz	082414602	020.9	3-267-65-3	3267653	E_LEN
bsz	038093677	020.z	70070017X	NA	E_MISS
bsz	368547434	020.9	978-3-499	NA	E_MISS
bsz	032778457	020.z	385420323	NA	E_MISS
bsz	264437691	020.9	978-33-8340-0248-8	97833834002488	E_LEN
bsz	303413565	020.9	978-7643-8125-7	978764381257	E_LEN
bsz	36825237X	020.9	978-11-028092-0	978110280920	E_LEN
bsz	003437116	020.z	37667101999	37667101999	E_LEN
bsz	255143850	020.9	978-3-8288-911-7	978382889117	E_LEN
bsz	078493420	020.z	20412070X	NA	E_MISS
bsz	009970428	020.9	3-88660-94-7	388660947	E_LEN
bsz	008534128	020.9	3-499-5031-X	34995031X	E_LEN
bsz	101472056	020.9	3-978-3-486-56810-3	39783486568103	E_LEN
bsz	094689539	020.z	36352567X	NA	E_MISS
bsz	011684585	020.z	007266986	NA	E_MISS
bsz	050763733	020.9	3-3-55-00772-	335500772	E_LEN
bsz	002305712	020.9	07-037988-2	070379882	E_LEN
bsz	011684585	020.9	0-07-26698-6	007266986	E_LEN
bsz	255716648	020.9	978-3-421-3591-2	978342135912	E_LEN
bsz	306037890	020.9	3-00-01636-8	300016368	E_LEN
bsz	051054051	020.9	3-492-3845-X	34923845X	E_LEN
bsz	266776337	020.9	7178-0234-5	717802345	E_LEN
bsz	12074421X	020.9	978-1852-3393	97818523393	E_LEN
bsz	377424277	020.9	M-012-17776-0	012177760	E_LEN
bsz	102893837	020.9	3-12213-417-	312213417	E_LEN
bsz	02680963X	020.9	3-89-322-240-	389322240	E_LEN
bsz	035646020	020.z	392747308	NA	E_MISS
bsz	049588990	020.z	030017626	NA	E_MISS
bsz	357240987	020.9	978-06-009023-4	978060090234	E_LEN
bsz	058488502	020.z	571370461	NA	E_MISS
bsz	028386809	020.z	520000355	NA	E_MISS
bsz	110144856	020.z	81208037502	81208037502	E_LEN
bsz	048695300	020.9	3-86017-21-X	38601721X	E_LEN
bsz	022196714	020.z	376117277	NA	E_MISS
bsz	06041149X	020.z	171787064	NA	E_MISS
bsz	087009676	020.z	312560381	NA	E_MISS
bsz	271746300	020.z	56308409X	NA	E_MISS
bsz	050625152	020.9	3-529-1142-8	352911428	E_LEN
bsz	090978153	020.9	0-8650-685-6	086506856	E_LEN
bsz	009262237	020.9	9-06-182-652-	906182652	E_LEN
bsz	110499662	020.z	190438008	NA	E_MISS
bsz	003405788	020.z	353302199	NA	E_MISS
bsz	252174550	020.9	07-052627-3	070526273	E_LEN
bsz	267776888	020.9	978-11-019472-2	978110194722	E_LEN
bsz	323230164	776.z	978364211205	978364211205	E_LEN
bsz	064938581	020.z	343327145	NA	E_MISS
bsz	305831399	020.z	007127072	NA	E_MISS
bsz	250467593	020.9	978-938767-07-8	978938767078	E_LEN
bsz	047137258	020.9	1-87386-70-8	187386708	E_LEN
bsz	097518662	020.z	393618008	NA	E_MISS
bsz	265640210	776.z	978038768289	978038768289	E_LEN
bsz	265293642	020.9	285550	NA	E_MISS
bsz	035673478	020.9	3-86142-12-0	386142120	E_LEN
bsz	052206637	020.z	832327232	NA	E_MISS
bsz	305786237	020.z	978902675194	978902675194	E_LEN
bsz	339041854	020.9	978-3-15-0016070-1	97831500160701	E_LEN
bsz	070923574	020.9	5-22947-00241	52294700241	E_LEN
bsz	250367742	020.9	978-7705-4220-8	978770542208	E_LEN
bsz	395940648	020.z	97888881486977	97888881486977	E_LEN
bsz	085656860	020.z	393271534	NA	E_MISS
bsz	276419758	020.9	035530996	NA	E_MISS
bsz	068346956	020.z	080183323	NA	E_MISS
bsz	120869470	020.z	97801236937	97801236937	E_LEN
bsz	005596661	020.9	3-87198-75-7	387198757	E_LEN
bsz	057040915	020.z	342131274	NA	E_MISS
bsz	050226592	020.z	29088720702	29088720702	E_LEN
bsz	043900194	020.9	1-877-850-02-	187785002	E_LEN
bsz	025814516	020.9	3-549-0901-8	354909018	E_LEN
bsz	049463357	020.9	0-262-1119-3	026211193	E_LEN
bsz	041280296	020.9	3-86160-77-3	386160773	E_LEN
bsz	266279309	020.9	78-3-7618-1970-8	783761819708	E_LEN
bsz	26636277X	020.9	60965791001	60965791001	E_LEN
bsz	310788390	020.z	97839411800	97839411800	E_LEN
bsz	250053004	020.z	97890 90198644	NA	E_MISS
bsz	013325213	020.9	3-433-1385-3	343313853	E_LEN
bsz	28538760X	020.z	978330961067	978330961067	E_LEN
bsz	008941572	020.z	340996999	NA	E_MISS
bsz	331851792	020.z	957175969	NA	E_MISS
bsz	259088900	020.9	2-7449-624-7	274496247	E_LEN
bsz	025844350	020.9	921864-30-5	921864305	E_LEN
bsz	279035101	020.9	978-2-8553969-3	978285539693	E_LEN
bsz	045217122	020.z	389322668	NA	E_MISS
bsz	303583770	020.z	97839812277703	97839812277703	E_LEN
bsz	350684014	020.z	3906620031X	3906620031X	E_LEN
bsz	009946071	020.9	0-387-0648-8	038706488	E_LEN
bsz	009187677	020.z	377270300	NA	E_MISS
bsz	280575106	020.z	139781872843605	139781872843605	E_LEN
bsz	048844578	020.9	3-924-794-29-	392479429	E_LEN
bsz	030163625	020.z	392787603	NA	E_MISS
bsz	280850891	020.z	978854844379	978854844379	E_LEN
bsz	359776167	020.z	060127813	NA	E_MISS
bsz	019252005	020.9	3-89251-04-7	389251047	E_LEN
bsz	275562190	020.9	M-006-50491-6	006504916	E_LEN
bsz	260394386	020.9	978-7304-330-1	97873043301	E_LEN
bsz	012982946	020.9	84-5194-73-X	84519473X	E_LEN
bsz	007098251	020.9	3-14-167048	314167048	E_LEN
bsz	012865397	020.z	388414914	NA	E_MISS
bsz	02119307X	020.z	392654401	NA	E_MISS
bsz	383354749	020.z	978506756206	978506756206	E_LEN
bsz	117076023	020.z	97821123593	97821123593	E_LEN
bsz	084815922	020.9	1-88047-28-4	188047284	E_LEN
bsz	266629245	020.9	3-3411-04692-9	33411046929	E_LEN
bsz	061893544	020.z	38962208X	NA	E_MISS
bsz	120701944	020.z	374010001	NA	E_MISS
bsz	009770569	020.z	357057437	NA	E_MISS
bsz	028928121	020.z	204015799	NA	E_MISS
bsz	252506723	020.9	978-7799-1882-0	978779918820	E_LEN
bsz	392290189	020.9	978-88-317-1558	978883171558	E_LEN
bsz	02278392X	020.9	5-200-00-246-	520000246	E_LEN
bsz	305986236	020.9	978-7930-9555-2	978793095552	E_LEN
bsz	094797404	020.z	321019339	NA	E_MISS
bsz	029543371	020.z	204153861f	NA	E_MISS
bsz	064238148	020.z	201154995	NA	E_MISS
bsz	265627729	776.z	10.1787/18166881	NA	E_MISS
bsz	118982028	020.9	3-293-0090-8	329300908	E_LEN
bsz	378264168	020.z	978027378099.1	978027378099	E_LEN
bsz	308542576	020.9	0-646-178555-5	06461785555	E_LEN
bsz	316096571	020.9	88-88438-02-13	88884380213	E_LEN
bsz	038758245	020.z	350629146	NA	E_MISS
bsz	104042109	020.z	342155106	NA	E_MISS
bsz	07784677X	020.9	2-218-1834-9	221818349	E_LEN
bsz	348568487	020.z	28667050898	28667050898	E_LEN
bsz	114474400	020.z	388226755	NA	E_MISS
bsz	362572917	020.z	97830221374	97830221374	E_LEN
bsz	25439065X	020.z	38924400725	38924400725	E_LEN
bsz	04223154X	020.9	3-7883-08278-1	37883082781	E_LEN
bsz	382746783	020.z	094357107	NA	E_MISS
bsz	010895566	020.z	342355049	NA	E_MISS
bsz	335698263	020.9	978-3-451-06257	978345106257	E_LEN
bsz	011701129	020.z	070840229	NA	E_MISS
bsz	055752519	020.z	83233954X	NA	E_MISS
bsz	01098528X	020.9	07-010081-0	070100810	E_LEN
bsz	005837995	020.z	47109305X	NA	E_MISS
bsz	341008133	020.9	3308517	NA	E_MISS
bsz	376368381	020.z	977306616	NA	E_MISS
bsz	022362096	020.z	382280059	NA	E_MISS
bsz	254657826	020.z	579680760	NA	E_MISS
bsz	258968176	020.z	978385600950	978385600950	E_LEN
bsz	021696977	020.z	351556718	NA	E_MISS
bsz	047771607	020.9	3-92885-20-0	392885200	E_LEN
bsz	002911639	020.z	444000607	NA	E_MISS
bsz	082072132	020.9	3-98-06802-1-	398068021	E_LEN
bsz	017931975	020.z	379716274	NA	E_MISS
bsz	259651591	020.z	999129628	NA	E_MISS
bsz	327661704	020.z	978867410731	978867410731	E_LEN
bsz	021792844	020.9	2-04-18706-5	204187065	E_LEN
bsz	087912740	020.z	933679419	NA	E_MISS
bsz	250559498	020.z	30860110047	30860110047	E_LEN
bsz	353429538	020.z	034017195	NA	E_MISS
bsz	105432423	020.9	82-99516-3-4	829951634	E_LEN
bsz	347210635	020.z	978315202388	978315202388	E_LEN
bsz	321345983	020.9	2-90-246-4421-6	29024644216	E_LEN
bsz	065530179	020.z	290630405	NA	E_MISS
bsz	004170458	020.9	3-7701-0733	377010733	E_LEN
bsz	114661979	020.z	954812825	NA	E_MISS
bsz	321946235	020.z	978394021907	978394021907	E_LEN
bsz	347221629	020.9	978-3-98214317-1-1	97839821431711	E_LEN
bsz	082949190	020.9	3-93-1770-18-	393177018	E_LEN
bsz	280675461	020.9	978-9612-237-181-4	97896122371814	E_LEN
bsz	250467399	020.z	978406541100	978406541100	E_LEN
bsz	114191085	020.9	2-01-14-6720-	201146720	E_LEN
bsz	006167349	020.z	341609991	NA	E_MISS
bsz	254712177	020.9	978-37-7757-1824-0	97837775718240	E_LEN
bsz	088707172	020.9	3-88609-56-6	388609566	E_LEN
bsz	009402497	020.9	0-226-7327-1	022673271	E_LEN
bsz	02552755X	020.z	50202011097	50202011097	E_LEN
bsz	118173243	020.9	978-7705-4198-0	978770541980	E_LEN
bsz	089177150	020.z	570000061	NA	E_MISS
bsz	033907250	020.9	3-86007-46-0	386007460	E_LEN
bsz	002512750	020.9	07-055195-2	070551952	E_LEN
bsz	106785346	020.9	3-935686-3-4	393568634	E_LEN
bsz	121744361	020.9	978-89487-533-6	978894875336	E_LEN
bsz	019543379	020.z	312533806	NA	E_MISS
bsz	042295181	020.z	20807014X	NA	E_MISS
bsz	020461933	020.9	3-427-9132-X	34279132X	E_LEN
bsz	037571834	020.z	070831180	NA	E_MISS
bsz	019562187	020.z	388940493	NA	E_MISS
bsz	271732792	020.z	39296451202	39296451202	E_LEN
bsz	016401735	020.z	205246	NA	E_MISS
bsz	051202700	020.z	342341773	NA	E_MISS
bsz	115351221	020.9	978-527-40382	97852740382	E_LEN
bsz	36825237X	020.z	978110275322	978110275322	E_LEN
bsz	275287718	020.z	684132389	NA	E_MISS
bsz	066843642	020.9	3-928-488-11-	392848811	E_LEN
bsz	061524204	020.z	392927017	NA	E_MISS
bsz	016394283	020.9	3-487-7900-3	348779003	E_LEN
bsz	250658534	020.9	81-261-518-5	812615185	E_LEN
bsz	029531063	020.9	3-424-1116-9	342411169	E_LEN
bsz	116240997	020.9	1-58778-35-5f	158778355	E_LEN
bsz	005543282	020.z	353109585	NA	E_MISS
bsz	023355387	020.9	960-7064-002-x	9607064002x	E_LEN
bsz	059008970	020.z	576230201	NA	E_MISS
bsz	258636505	020.9	2-213-632524-7	22136325247	E_LEN
bsz	011043326	020.z	030803306	NA	E_MISS
bsz	32973489X	020.z	80903467	NA	E_MISS
bsz	277151686	020.9	88-492-20970-3	88492209703	E_LEN
bsz	058034382	020.9	3-00-00-1396-	300001396	E_LEN
bsz	047771607	020.z	392885200	NA	E_MISS
bsz	37548244X	020.9	978-11-028118-7	978110281187	E_LEN
bsz	093757719	020.9	0-448-2217-6	044822176	E_LEN
bsz	023791268	020.9	3-602-2008-8	360220088	E_LEN
bsz	012495530	020.9	2-7118-2-161-	271182161	E_LEN
bsz	004383567	020.9	3-260-3570-2	326035702	E_LEN
bsz	036839183	020.z	391005222	NA	E_MISS
bsz	098485644	020.9	3-540-4326-9	354043269	E_LEN
bsz	302981780	020.9	978-88-317-9447	978883179447	E_LEN
bsz	048153443	020.9	2-246-0424-1	224604241	E_LEN
